site id,latitude,longitude,altitude,site name,city,department,region,country
30974,45.32619,5.26289,NA,613332-966891,Saint-Siméon-de-Bressieux,Isère,Auvergne-Rhône-Alpes,France
30977,48.94976,5.52637,NA,613400,Rouvrois-sur-Meuse,Meuse,Grand Est,France
31004,47.31136,3.27725,NA,614553,Saint-Malo-en-Donziois,Nièvre,Bourgogne-Franche-Comté,France
31008,48.57183,6.75006,NA,615106-630278,Saint-Martin,Meurthe-et-Moselle,Grand Est,France
31009,46.61232,4.98669,NA,615112,Simandre,Saône-et-Loire,Bourgogne-Franche-Comté,France
31029,45.68889,5.32458,NA,618608,Trept,Isère,Auvergne-Rhône-Alpes,France
31032,46.96889,2.54268,NA,619091,Annoix,Cher,Centre-Val de Loire,France
31479,48.87374,4.93515,NA,945760,Nettancourt,Meuse,Grand Est,France
31537,49.41697,6.15242,NA,933086,Hettange-Grande,Moselle,Grand Est,France
31543,49.21402,5.9188,NA,933038,Valleroy,Meurthe-et-Moselle,Grand Est,France
31560,48.95038,6.68671,NA,924292,Vallerange,Moselle,Grand Est,France
31568,49.39648,5.71111,NA,923135,Han-devant-Pierrepont,Meurthe-et-Moselle,Grand Est,France
31580,48.57311,4.61928,NA,921487,Drosnay,Marne,Grand Est,France
32037,48.72462,6.73631,NA,756562,Bourdonnay,Moselle,Grand Est,France
32053,47.00752,5.15183,NA,749811,Seurre,Côte-d'Or,Bourgogne-Franche-Comté,France
32054,46.94314,5.0076,NA,749809,Saint-Martin-en-Gâtinois,Saône-et-Loire,Bourgogne-Franche-Comté,France
32056,48.56844,5.74668,NA,749790,Uruffe,Meurthe-et-Moselle,Grand Est,France
32566,45.43514,4.77279,NA,641433,Saint-Clair-du-Rhône,Isère,Auvergne-Rhône-Alpes,France
32583,47.16765,1.75681,NA,634794,Bagneux,Indre,Centre-Val de Loire,France
35962,46.04251,-0.14643,NA,501994-514153-800990,Aubigné,Deux-Sèvres,Nouvelle-Aquitaine,France
37274,45.52738,3.34237,NA,612354-973014,Usson,Puy-de-Dôme,Auvergne-Rhône-Alpes,France
39008,46.77012,4.75476,NA,23660-23708-23492-749810,Givry,Saône-et-Loire,Bourgogne-Franche-Comté,France
39723,46.97398,2.38694,NA,672768-799238-513685,Lissay-Lochy,Cher,Centre-Val de Loire,France
40531,45.91566,0.10447,NA,510010-488730,Ligné,Charente,Nouvelle-Aquitaine,France
40539,46.65004,0.24097,NA,513130-217180,Cissé,Vienne,Nouvelle-Aquitaine,France
40742,45.8257,-0.02104,NA,757229-757230,Rouillac,Charente,Nouvelle-Aquitaine,France
40746,45.81684,-0.254,NA,780107-43851,Brie-sous-Matha,Charente-Maritime,Nouvelle-Aquitaine,France
40817,47.65066,5.67273,NA,748776-806014,Fouvent-Saint-Andoche,Haute-Saône,Bourgogne-Franche-Comté,France
41627,46.44736,-0.87672,NA,18508-19683-13746,Auchay-sur-Vendée,Vendée,Pays de la Loire,France
41794,46.82241,-1.11663,NA,22074-16348,Vendrennes,Vendée,Pays de la Loire,France
42227,45.21993,4.90707,NA,610977-486274-971891,Fay-le-Clos,Drôme,Auvergne-Rhône-Alpes,France
42229,45.92682,4.95325,NA,613064-677468-814082-923109,Saint-André-de-Corcy,Ain,Auvergne-Rhône-Alpes,France
43091,46.91439,3.23002,NA,746958-746959-289222-923188,Chevenon,Nièvre,Bourgogne-Franche-Comté,France
43092,47.51131,3.35011,NA,748780-966264-284021,Étais-la-Sauvin,Yonne,Bourgogne-Franche-Comté,France
43321,48.76174,3.81538,NA,748926-514779,Allemant,Marne,Grand Est,France
43412,46.93207,5.33825,NA,716879-746997-14247-613075,Petit-Noir,Jura,Bourgogne-Franche-Comté,France
43540,48.76178,3.75767,NA,618344-535793,Broyes,Marne,Grand Est,France
43894,48.86644,6.44491,NA,512713-900752-966886-612525-535648-542928,Laneuveville-en-Saulnois,Moselle,Grand Est,France
43896,48.92031,5.17864,NA,512835-512837-933066-613187-746950,Rembercourt-Sommaisne,Meuse,Grand Est,France
43904,48.96469,5.59299,NA,514494-286485,Lamorville,Meuse,Grand Est,France
44131,48.97052,5.2815,NA,935219-608445-613685-755769,Les Trois-Domaines,Meuse,Grand Est,France
44132,48.62426,5.29975,NA,935303-935304-749793,Villers-le-Sec,Meuse,Grand Est,France
44146,49.2758,6.20479,NA,968902-613249,Bousse,Moselle,Grand Est,France
44336,47.34171,-0.4413,NA,24905-24906-24930-25012-18614-18615-11380-32856,Brissac Loire Aubance,Maine-et-Loire,Pays de la Loire,France
44613,46.61746,-1.24927,NA,20718-20719-21156-21378-15548-15549,Thorigny,Vendée,Pays de la Loire,France
45177,43.61535,-0.54546,NA,514182-514185-541908-550586-679273-410885-489228-489232,Monségur,Landes,Nouvelle-Aquitaine,France
45887,48.38425,3.03236,NA,748170-510496,Marolles-sur-Seine,Seine-et-Marne,Île-de-France,France
45888,48.74384,2.99034,NA,748808-610669-513304,Pézarches,Seine-et-Marne,Île-de-France,France
46248,46.26859,4.80664,NA,756485-527447-662571,Varennes-lès-Mâcon,Saône-et-Loire,Bourgogne-Franche-Comté,France
46847,46.67271,-1.29196,NA,22111-18710,La Chaize-le-Vicomte,Vendée,Pays de la Loire,France
47336,47.17918,3.11578,NA,515166-488061,Raveau,Nièvre,Bourgogne-Franche-Comté,France
47398,48.7501,4.54074,NA,613661-761397-514179,Loisy-sur-Marne,Marne,Grand Est,France
48607,46.92968,-0.13707,NA,17986-513840-13427-13483-13508,Plaine-et-Vallées,Deux-Sèvres,Nouvelle-Aquitaine,France
48784,45.62227,-0.51373,NA,745900-513315,Saint-Seurin-de-Palenne,Charente-Maritime,Nouvelle-Aquitaine,France
48785,46.29029,-0.29582,NA,750390-516700,Aigondigné,Deux-Sèvres,Nouvelle-Aquitaine,France
48786,47.0194,0.27842,NA,755761-513804,Pouant,Vienne,Nouvelle-Aquitaine,France
48790,47.06021,-0.36406,NA,761518-511654,Val en Vignes,Deux-Sèvres,Nouvelle-Aquitaine,France
50599,46.41805,4.82124,NA,23507-517130-23844-23847,Clessé,Saône-et-Loire,Bourgogne-Franche-Comté,France
51984,45.74946,3.23971,NA,674623-758096-801026-966870,Mur-sur-Allier,Puy-de-Dôme,Auvergne-Rhône-Alpes,France
53139,48.07832,-0.14029,NA,22162-11118-15262,Saint-Symphorien,Sarthe,Pays de la Loire,France
53946,49.16457,4.3383,NA,257972-745895-748699-631847-509813,Baconnes,Marne,Grand Est,France
54288,48.21404,3.69941,NA,285564-755745-538777-520546,Paisy-Cosdon,Aube,Grand Est,France
56032,45.89526,0.12498,NA,822964-824614-831714-892480-678087-678088-678089-723639-534486-538838-442751-488695-488729,Luxé,Charente,Nouvelle-Aquitaine,France
56043,46.48282,-0.59951,NA,921488-517100-536752-286384,Coulonges-sur-l'Autize,Deux-Sèvres,Nouvelle-Aquitaine,France
56886,46.3967,2.33238,NA,613250-613525-808578-748603-748604,Saint-Sauvier,Allier,Auvergne-Rhône-Alpes,France
58436,47.02812,5.60502,NA,11302-731487-15116-935236,Belmont,Jura,Bourgogne-Franche-Comté,France
60466,46.36899,-0.61382,NA,17766-16339,Benet,Vendée,Pays de la Loire,France
60837,46.93956,1.79284,NA,396369-613291-540709-966823,La Champenoise,Indre,Centre-Val de Loire,France
61363,48.82637,5.42717,NA,798555-902168-902170-592537-607511-745937-745938,Courcelles-en-Barrois,Meuse,Grand Est,France
61784,47.2652,1.06252,NA,644685-967192-644684,Luzillé,Indre-et-Loire,Centre-Val de Loire,France
62010,45.17511,4.97093,NA,610974-511768-511769,Ratières,Drôme,Auvergne-Rhône-Alpes,France
62012,44.96519,4.89401,NA,613182-513876,Bourg-lès-Valence,Drôme,Auvergne-Rhône-Alpes,France
62016,44.93191,5.12989,NA,615252-513164,Saint-Vincent-la-Commanderie,Drôme,Auvergne-Rhône-Alpes,France
62018,45.43011,4.89955,NA,616020-513897,Vernioz,Isère,Auvergne-Rhône-Alpes,France
62982,45.50099,3.18444,NA,613512-630575-517127-517128-626937-626938-614406,Antoingt,Puy-de-Dôme,Auvergne-Rhône-Alpes,France
66307,45.21589,4.92851,NA,758045-510704,Mureils,Drôme,Auvergne-Rhône-Alpes,France
68871,47.05358,1.82532,NA,615003-726074-871072-966395-535820,Vatan,Indre,Centre-Val de Loire,France
69588,47.26571,0.94332,NA,637377-484251-539584-540708,Cigogné,Indre-et-Loire,Centre-Val de Loire,France
71283,44.16587,0.45733,NA,520369-33208-804989-968045,Montagnac-sur-Auvignon,Lot-et-Garonne,Nouvelle-Aquitaine,France
73094,48.47785,4.13098,NA,613078-630116-514058-546046-975469-813292,Saint-Remy-sous-Barbuise,Aube,Grand Est,France
94814,47.60648,0.65442,NA,637382-637386-757077-800122-81859-946236-965709-971894,Beaumont-Louestault,Indre-et-Loire,Centre-Val de Loire,France
98673,46.9996,1.69789,NA,728486-843852-513132-536697,Bretagne,Indre,Centre-Val de Loire,France
109154,46.06189,4.90087,NA,615675-615682-677465-754853-515885-515940-538768-540713-546559,Saint-Trivier-sur-Moignans,Ain,Auvergne-Rhône-Alpes,France
111156,45.39227,4.77714,NA,630199-761399-517083-520644-935288,Saint-Maurice-l'Exil,Isère,Auvergne-Rhône-Alpes,France
114768,46.3037,0.12453,NA,757078-813019-671794-812959-757079-757080,Rom,Deux-Sèvres,Nouvelle-Aquitaine,France
155867,46.68414,1.04645,NA,81798-1012052-517107,Pouligny-Saint-Pierre,Indre,Centre-Val de Loire,France
158213,48.82912,6.69063,NA,1027059-920926-756563,Val-de-Bride,Moselle,Grand Est,France
158810,48.48306,3.55344,NA,677654-749928-513265-544035-516163,Saint-Aubin,Aube,Grand Est,France
163081,45.40459,0.1723,NA,748821-488756-399071-944774,Montmoreau,Charente,Nouvelle-Aquitaine,France
185518,45.92286,4.88654,NA,214027-286214-615777-742797-804988-515938-546558-548812-487257-399270,Civrieux,Ain,Auvergne-Rhône-Alpes,France
190839,46.42874,-0.75919,NA,20051-20756-11768-22938-8344,Saint-Martin-de-Fraigneau,Vendée,Pays de la Loire,France
191128,48.07608,1.88007,NA,21880-596008-612596-514473-510335-20177,Artenay,Loiret,Centre-Val de Loire,France
199676,47.94659,3.42093,NA,746812-970933-970935-970936-510728-612437-965195,Champlay,Yonne,Bourgogne-Franche-Comté,France
209714,46.00652,3.23802,NA,644703-515167-515168-543961-543966-749253-867160-812446,Bussières-et-Pruns,Puy-de-Dôme,Auvergne-Rhône-Alpes,France
242840,46.78388,5.50617,NA,14097-1197946,Lombard,Jura,Bourgogne-Franche-Comté,France
243014,49.22993,5.88833,NA,933087-1208810,Les Baroches,Meurthe-et-Moselle,Grand Est,France
243024,48.89782,4.85649,NA,1195933-1216891-965389,Possesse,Marne,Grand Est,France
243028,49.12944,4.85234,NA,1197750-1220335,La Neuville-au-Pont,Marne,Grand Est,France
243046,49.19427,3.86011,NA,1216452,Bligny,Marne,Grand Est,France
243049,48.79663,3.70929,NA,1218997,La Villeneuve-lès-Charleville,Marne,Grand Est,France
243051,48.30504,3.83473,NA,1220616-940902,Dierrey-Saint-Julien,Aube,Grand Est,France
243245,47.68928,5.35273,NA,1218961,Dommarien,Haute-Marne,Grand Est,France
243941,48.89165,6.66367,NA,510061-1218819,Conthil,Moselle,Grand Est,France
243942,48.54436,6.59825,NA,514065-1213789-1220041-1220042,Laronxe,Meurthe-et-Moselle,Grand Est,France
244016,49.29547,5.31115,NA,1218946-284263,Consenvoye,Meuse,Grand Est,France
244021,48.95801,6.49003,NA,1220062,Chenois,Moselle,Grand Est,France
244126,46.85184,4.78054,NA,973166-513872-520425-630896-1149573,Fontaines,Saône-et-Loire,Bourgogne-Franche-Comté,France
244310,48.460354,3.88579,NA,677697-679650-1219244,Vallant-Saint-Georges,Aube,Grand Est,France
244410,48.21797,6.59032,NA,1218738,Fontenay,Vosges,Grand Est,France
244413,48.73963,5.24575,NA,1219008,Silmont,Meuse,Grand Est,France
244773,46.87742,4.97693,NA,513871-937943-1154581,Verjux,Saône-et-Loire,Bourgogne-Franche-Comté,France
245174,49.21997,5.5189,NA,933082-1217866-520864,Dieppe-sous-Douaumont,Meuse,Grand Est,France
245952,48.97238,6.6946,NA,1127655-1220343,Bérig-Vintrange,Moselle,Grand Est,France
246004,48.83386,6.05546,NA,511688-743267-1127340,Dieulouard,Meurthe-et-Moselle,Grand Est,France
246062,49.43408,6.31149,NA,1217297,Berg-sur-Moselle,Moselle,Grand Est,France
246278,49.4639,6.24749,NA,1208675,Rodemack,Moselle,Grand Est,France
246300,48.86839,5.16592,NA,1222159,Les Hauts-de-Chée,Meuse,Grand Est,France
246422,48.53303,4.34523,NA,1216253-1218996,Vaucogne,Aube,Grand Est,France
246426,49.24566,4.23917,NA,511625-1218850,Beine-Nauroy,Marne,Grand Est,France
246889,48.82002,4.91577,NA,965390-1202819-1216892-1220869-1037910,Rancourt-sur-Ornain,Meuse,Grand Est,France
247437,48.08775,5.36913,NA,1200393-1200394-1218928-965846,Lanques-sur-Rognon,Haute-Marne,Grand Est,France
248211,48.06865,2.05896,NA,612387-612504-613367-615705-1145964-513028-535656,Neuville-aux-Bois,Loiret,Centre-Val de Loire,France
249158,48.50175,3.93905,NA,1012249-1222148-484622,Droupt-Sainte-Marie,Aube,Grand Est,France
250087,47.77481,1.25879,NA,610634-513166-921441-1197342,Oucques La Nouvelle,Loir-et-Cher,Centre-Val de Loire,France
251728,49.13975,4.89817,NA,1127337-1142094-1142152-965391-970278-891898-900786,Moiremont,Marne,Grand Est,France
253185,45.71393,-0.89541,NA,757054-757055-934509-39062-39063-52610-523443-934508,Sablonceaux,Charente-Maritime,Nouvelle-Aquitaine,France
285486,48.85428,4.98091,NA,1127335-891899-965462-1217212,Brabant-le-Roi,Meuse,Grand Est,France
307722,48.11231,3.179,NA,815913-540496-503351-742812-614523-535695-513773,Égriselles-le-Bocage,Yonne,Bourgogne-Franche-Comté,France
322847,48.98699,6.1473,NA,1149418-1221878-1253911-1149410,Sillegny,Moselle,Grand Est,France
324078,48.81998,6.00693,NA,798854-923098-965739-1252128-535643-1220309,Villers-en-Haye,Meurthe-et-Moselle,Grand Est,France
324128,49.05101,6.27827,NA,513779-514809-1198048-538759-485489,Mécleuves,Moselle,Grand Est,France
324371,46.74133,5.08429,NA,966838-613059-1255400,Lessard-en-Bresse,Saône-et-Loire,Bourgogne-Franche-Comté,France
328803,48.41398,3.64856,NA,741898-809958-1190580-1190581-965889-633039,Rigny-la-Nonneuse,Aube,Grand Est,France
328846,48.9663,6.57847,NA,510666-513337-513339-513817-812381-543795-543796-601555-610089-535676-484454-484455-395079-973146,Suisse,Moselle,Grand Est,France
328848,48.88539,4.97931,NA,512709-901171-614686-1222124-742081-748609-756509-1218943,Noyers-Auzécourt,Meuse,Grand Est,France
335818,46.03802,-0.93109,NA,746745-925660-612530-746744-513857-513858,Ciré-d'Aunis,Charente-Maritime,Nouvelle-Aquitaine,France
335858,47.73974,3.65678,NA,23566-23405-23411-23553-23556-23557-23558-760752-810733-23735-731725-1202772-23408,Saint-Bris-le-Vineux,Yonne,Bourgogne-Franche-Comté,France
335911,46.52387,3.18972,NA,444976-484509-392408-512891-670551-675984-534506-541952-613189-285711,Souvigny,Allier,Auvergne-Rhône-Alpes,France
335913,45.77294,3.19287,NA,459743-490519-493621-549528-549529-549530-550523-608294-514158-680753-680786-766327-748806-610641-966215-973049-975744-975745-1157716-1159285-1254078-816590-1156502-20220,Lempdes,Puy-de-Dôme,Auvergne-Rhône-Alpes,France
335914,46.58244,3.1454,NA,484507-488862-392409-678203-543985-283913-513377,Saint-Menoux,Allier,Auvergne-Rhône-Alpes,France
335915,46.57908,3.20982,NA,484520-517686-542976-797897-613192-1149245-1149248-810073,Marigny,Allier,Auvergne-Rhône-Alpes,France
335917,45.49508,3.31097,NA,487850-398830-513029-548753-548754-671867-680787-801064-819766-973926-287855-1149600-1160968,Saint-Martin-des-Plains,Puy-de-Dôme,Auvergne-Rhône-Alpes,France
335935,46.03775,3.22655,NA,398478-520654-520847-521113-750400-716786-746602-748667-608915-610661-610662-287858-520846-20488-22073,Montpensier,Puy-de-Dôme,Auvergne-Rhône-Alpes,France
335959,46.94547,4.79641,NA,746818-800083-808561-537642-542873-285713-677471-1146516,Corcelles-les-Arts,Côte-d'Or,Bourgogne-Franche-Comté,France
335960,47.23285,3.10662,NA,746960-811975-811977-512998-394830-678225-740687-610856-1149701-543947-543949-1253920,Narcy,Nièvre,Bourgogne-Franche-Comté,France
335962,48.04186,3.65145,NA,748816-811712-975628-510609-484548-395036-679025-679029-673743-1027240-1149404-1200674-1255413-543990-543991-535685-543883-396041-801059,Champlost,Yonne,Bourgogne-Franche-Comté,France
335987,46.85056,3.18451,NA,872488-967734-973071-974142-520807-1154597-489229-1146684,Saint-Parize-le-Châtel,Nièvre,Bourgogne-Franche-Comté,France
336034,47.45315,2.51248,NA,283807-609626-670427-674129-481636-798913-800711-81938-807468-1146012-110429-535242-512749-541666,Oizon,Cher,Centre-Val de Loire,France
336050,47.01844,2.31003,NA,281060-394404-595219-609913-609914-670856-672890-672891-1222072-481456-748813-81801-809994-811050-804621-1147272-513704-513706-489561-494914-535789-923123-965404-484444-507701-542885-543046-546061-546062-541927-801242-801243-801244,Le Subdray,Cher,Centre-Val de Loire,France
336065,46.98318,3.4689,NA,637380-1149425-637381-1146685-743150,Cizely,Nièvre,Bourgogne-Franche-Comté,France
336100,47.21069,2.38105,NA,16032-16033-16349-723557-670388-1197486-81976-84032-809974-6507-1145135-5787-535614-922836-509096-512658-541301,Saint-Martin-d'Auxigny,Cher,Centre-Val de Loire,France
336112,47.77896,2.18485,NA,19258-19368-20169-21196-21208-21244-21274-22764-4553-4555-22737-22749-21917-19560-19561-21195-22765-1229691-508802-965735-512974-512975-18413-541600-15154,Tigy,Loiret,Centre-Val de Loire,France
336125,46.95235,2.44054,NA,22826-609222-672767-481345-805783-511806-541553,Senneçay,Cher,Centre-Val de Loire,France
336128,47.16491,0.89043,NA,22194-22197-22286-22287-22290-22600-613239-746998-755762-757007-84461-513803-946061-612467,Dolus-le-Sec,Indre-et-Loire,Centre-Val de Loire,France
336138,48.23429,2.23591,NA,594813-598689-598690-679646-721927-721928-731489-743154-743155-613309-675276-677940-1195474-1195475-482886-820597-871769-893011-802044-804268-804270-1146298-898590-965150-512731-512732-491555-507659-548890-541784-1146297-1197800-968585-1027246,Engenville,Loiret,Centre-Val de Loire,France
336142,47.18604,2.42066,NA,599178-678655-734056-745201-614385-672866-1216613-1147177-5592-488728-926938,Saint-Georges-sur-Moulon,Cher,Centre-Val de Loire,France
336151,47.99692,2.96864,NA,610096-615129-671866-674484-674483-1195635-482982-81435-809806-809807-1155143-1155144-513624-535227-504645-932549-965140-541764-541767-1012235,Chuelles,Loiret,Centre-Val de Loire,France
336163,48.13165,2.85991,NA,742645-801156-513917-898055-510013,Chevannes,Loiret,Centre-Val de Loire,France
336167,47.60425,0.58912,NA,745849-613534-613729-675077-675356-672739-484165-813205-817309-810026-1146653-1147165-1159305-513708-513866-546548-966287,Neuvy-le-Roi,Indre-et-Loire,Centre-Val de Loire,France
336202,46.82815,5.63943,NA,23886-10038-12595-799521-814587-923117-965758-971555-12942-14703-15201-15532-9674-1190200-1251593-11151-503094-610201-670362-676008-535658,Saint-Lothain,Jura,Bourgogne-Franche-Comté,France
336203,47.69652,1.20307,NA,610633-1197733-1222122-800759-513774-535768-957402-965912-900753-893058,Villefrancœur,Loir-et-Cher,Centre-Val de Loire,France
336224,48.49994,4.0826,NA,208549-284591-284590-599481-609194-612858-676705-678114-723097-726383-749830-808586-670698-671802-676253-809984-1146726-488731-514176-515191-543058-543690-538844-538845-509090-970944-973064-396458-396461-923144-883758-892959-1154593-677862-893124-1202791,Nozay,Aube,Grand Est,France
336227,48.44533,3.63031,NA,210756-601597-676529-809959-1190571-1190573-1190574-1135711-596539-966244-971472-901082-964751-1012072-670865,Saint-Loup-de-Buffigny,Aube,Grand Est,France
336232,48.73811,3.91174,NA,284443-754148-488859-966464-975978-1027056-935431-510726,Connantre,Marne,Grand Est,France
336234,48.95457,4.41641,NA,284628-614538-756938-1199176-1220597-513895-1201878-935380,Saint-Memmie,Marne,Grand Est,France
336255,49.20042,4.30488,NA,609350-670894-535863-512885-965891-903073-1191518-1251622-1254407,Prosnes,Marne,Grand Est,France
336257,48.45805,3.50726,NA,612729-678308-757052-728787-637796-1156624-1156626-505809-974745-933075-933952,Fontaine-Mâcon,Aube,Grand Est,France
336258,49.29567,4.05988,NA,613345-672191-672276-631858-536766-536768-967835-967836-515312,Bétheny,Marne,Grand Est,France
336300,47.06024,5.74022,NA,10549-10242-726821-748790-760882-13771-595100,Chissey-sur-Loue,Jura,Bourgogne-Franche-Comté,France
336302,47.03257,5.33303,NA,10687-10927-12601-11089-11391-11512-731502-746964-798908-808583-893015-966366-12808-13716-15329-15462-9662-1200036-512717-500460-500461-500462-500463-599447-599478-601789-607525-670823-678822-676007-676009-543943-13095-520303-9889-1027228,Saint-Aubin,Jura,Bourgogne-Franche-Comté,France
336308,46.74827,5.42274,NA,11301-11916-731602-814584-863554-14158-14704-973104-612800-672490-513818,Nance,Jura,Bourgogne-Franche-Comté,France
336309,47.03734,5.68584,NA,11392-13124-14250-500459-608896-13125-512720-520817,Germigney,Jura,Bourgogne-Franche-Comté,France
336319,47.29138,5.57269,NA,12578-746823-866933-12786-12871-12974-14146-15120-15121-15330-15395-9650-496075-497589-497590-507668-507669-510596-9888-1149222-609239-670675-542891-513786-535802-609240-15489-800103-866935-900793-965869-543916-678666,Pesmes,Haute-Saône,Bourgogne-Franche-Comté,France
336338,47.6543,5.73325,NA,761277-817332-817333-974004-974005-644493-1154549-678094-965056-1154548,Francourt,Haute-Saône,Bourgogne-Franche-Comté,France
336430,49.3334,5.69655,NA,971022-892964-546645-1218962-676084-208089-283822-484962-395062-933084,Spincourt,Meuse,Grand Est,France
336432,49.00486,5.17654,NA,971031-510032-510033-1027431-513827-1127342-761364-799332-806328-888572-898603-902399-968116-599449-610186-613186-614377-1146697-674697-1200729-1200733-1252056-728686-207933-283028-541596-542154-392269-481613-481614-613188-728688,Nubécourt,Meuse,Grand Est,France
336433,49.45809,5.59168,NA,971044-510582-513353-513869-1134039-799147-805770-902412-923132-966866-544228-610650-1146389-1202758-1202762-1218841-676123-207872-535515-284520-395205-1040680,Longuyon,Meurthe-et-Moselle,Grand Est,France
